code,ISO3V10,Country,EPI_regions,GEO_subregion,GDPCAP07,Population07,Landarea,PopulationDensity,Landlock,No_surface_water,Desert,High_Population_Density,EPI,ENVHEALTH,ECOSYSTEM,DALY,AIR_H,WATER_H,AIR_E,WATER_E,BIODIVERSITY,FORESTRY,FISHERIES,AGRICULTURE,CLIMATE,DALY_pt,ACSAT_pt,ACSAT_pt_imp,WATSUP_pt,WATSUP_pt_imp,INDOOR_pt,PM10_pt,SO2_pt,NOX_pt,NMVOC_pt,OZONE_pt,WQI_pt,WQI_pt_imp,WQI_pt_GEMS station data,WSI_pt,WATSTR_pt,PACOV_pt,MPAEEZ_pt,AZE_pt,FORGRO_pt,FORCOV_pt,MTI_pt,EEZTD_pt,AGWAT_pt,AGSUB_pt,AGPEST_pt,GHGCAP_pt,GHGCAP_pt_imp,GHGIND_pt,CO2KWH_pt,CO2KWH_pt_imp,DALY_raw,ACSAT_raw,ACSAT_raw_imp,WATSUP_raw,WATSUP_raw_imp,INDOOR_raw,PM10_raw,OZONE_raw,WQI_raw,WQI_raw_imp,WQI_raw_GEMS station data,SO2_raw,NOX_raw,NMVOC_raw,WSI_raw,WATSTR_raw,PACOV_raw,AZE_raw,MPAEEZ_raw,FORGRO_raw,FORCOV_raw,MTI_raw,EEZTD_raw,AGWAT_raw,AGSUB_raw,AGPEST_raw,GHGCAP_raw,GHGCAP_raw_imp,GHGIND_raw,CO2KWH_raw,CO2KWH_raw_imp,DALY_w,ACSAT_w,WATSUP_w,INDOOR_w,PM10_w,OZONE_w,SO2_w,NOX_w,NMVOC_w,WSI_w,WATSTR_w,PACOV_w,AZE_w,MPAEEZ_w,FORGRO_w,FORCOV_w,MTI_w,EEZTD_w,AGWAT_w,AGSUB_w,AGPEST_w,GHGCAP_w,GHGIND_w,CO2KWH_w,DALY_tr,PM10_tr,OZONE_tr,SO2_tr,NOX_tr,NMVOC_tr,WATSTR_tr,MPAEEZ_tr,AGWAT_tr,GHGCAP_tr,GHGIND_tr,CO2KWH_tr,DALY_t,ACSAT_t,WATSUP_t,INDOOR_t,PM10_t,OZONE_t,SO2_t,NOX_t,NMVOC_t,WSI_t,WATSTR_t,PACOV_t,AZE_t,MPAEEZ_t,FORGRO_t,FORCOV_t,MTI_t,EEZTD_t,AGWAT_t,AGSUB_t,AGPEST_t,GHGCAP_t,GHGIND_t,CO2KWH_t,DALY_ttr,PM10_ttr,OZONE_ttr,SO2_ttr,NOX_ttr,NMVOC_ttr,WATSTR_ttr,MPAEEZ_ttr,AGWAT_ttr,GHGCAP_ttr,GHGIND_ttr,CO2KWH_ttr
232,ERI,Eritrea,Sub-Saharan Africa,Eastern Africa,591.09,4841772.66,121862.90,39.73,0,0,0,0,54.6,30.54,78.72,33.44,39.74,15.52,82.97,71.26,36.06,90.67,89.09,56.82,76.82,33.44423356,0,0,31.03448276,0,33.95789474,45.52027411,85.38684659,77.0770169,64.6020245,100,42.5,1,NA,100,100,48.076,0,NA,NA,90.66874028,100,78.179102,100,100,13.63636364,100,0,100,7.265067296,0,78,5,0,60,0,62.74,56.221546,0,42.5,1,NA,0.040772,0.08805,0.248329,0,0,4.8076,NA,0,NA,-0.3,0.030662,21.820898,8.73,0,3,1.024607,0,0,665.8542,0,4.356708827,10.9,60,62.74,4.029300064,0,-3.199759708,-2.429850444,-1.393000799,0,0,4.8076,NA,0,NA,-0.3,0.030662,21.820898,2.275213896,0,3,0.705375608,0,6.501070728,4.356708827,4.029300064,0,-3.199759708,-2.429850444,-1.393000799,0,0,2.275213896,0.705375608,0,6.501070728,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
732,ESH,Western Sahara,Middle East and North Africa,Northern Africa,NA,NA,265399.42,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,76.68,40.00,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,100,100,83.11183639,70.254325,NA,100,0,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,-0.005754,29.745675,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,-0.005754,29.745675,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
724,ESP,Spain,Europe,Western Europe,28536.42,44878945.00,505283.96,88.82,0,0,0,0,70.6,88.71,52.52,84.77,85.31,100.00,37.97,69.83,57.22,100.00,89.80,78.14,46.11,84.77138876,100,0,100,0,94.73684211,75.87910635,41.54649247,38.02275183,40.11689577,25.0577394,83.06523947,0,83.06523947,100,13.19153505,79.055,20.78693567,50,100,100,100,79.594374,68.23483243,55.89061555,95.45454545,55.7,1,54.04025294,19.05586033,0,16,100,0,100,0,5,31.605916,2851720,83.06523947,0,83.06523947,2.763665,3.583277,2.290771,0,37.06,7.9055,50,0.646166,1.124051,1.7,0.008946,20.405626,21.735535,0.1225328,21,9.9,1,95.172058,390.432,0,2.772588722,100,100,5,3.453344318,14.86343323,1.016557697,1.276277745,0.828888442,0,3.639163862,7.9055,50,0.498448948,1.124051,1.7,0.008946,20.405626,3.123929119,0.1225328,21,2.386845999,4.566138858,5.967253818,2.772588722,3.453344318,14.86343323,1.016557697,1.276277745,0.828888442,3.639163862,0.498448948,3.123929119,2.386845999,4.566138858,5.967253818,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
233,EST,Estonia,Europe,Central Europe,19327.15,1341672.00,43178.85,31.07,0,0,0,0,63.8,76.85,50.76,59.41,91.37,97.19,54.47,89.67,88.53,95.37,67.88,85.76,36.00,59.40916403,94.38832772,0,100,0,82.73684211,100,41.46255628,50.82444905,51.59996579,100,94.31571741,0,94.31571741,100,70.04858673,100,54.130572,NA,90.7344,100,38.97485266,96.783855,100,60.09313264,95.45454545,24.7,1,87.98422387,6.531486426,0,35,95,0,100,0,16.4,12.953702,0,94.31571741,0,94.31571741,2.786065,1.063363,0.808046,0,2.51,10,NA,2.661945,0.976836,0.4,-0.020792,3.216145,0.0624,0.1108585,21,23.0,1,46.780437,688.34,0,3.555348061,95,100,16.4,2.561381616,0,1.024630206,0.061436527,-0.213136291,0,1.255616037,10,NA,1.297994427,0.976836,0.4,-0.020792,3.216145,0.0605305,0.1108585,21,3.178325793,3.866616288,6.534282902,3.555348061,2.561381616,0,1.024630206,0.061436527,-0.213136291,1.255616037,1.297994427,0.0605305,3.178325793,3.866616288,6.534282902,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
231,ETH,Ethiopia,Sub-Saharan Africa,Eastern Africa,739.76,78646128.00,1123716.57,69.99,1,0,0,0,43.1,11.04,75.24,13.13,17.85,0.06,54.19,53.79,93.70,69.09,NA,61.36,77.59,13.13208657,0.112233446,0,0,0,0,35.69892705,69.03888459,57.67735236,47.90654443,12.41677409,42.8,1,NA,100,29.56343943,99.935,NA,75,72.4004,65.78538103,NA,NA,100,100,22.72727273,100,0,38.80607923,71.54511024,0,146,11,0,42,0,95,67.736608,34988800,42.8,1,NA,0.196419,0.554947,1.129778,0,18.16,9.9935,75,NA,0.931001,-1.1,NA,NA,4.266,0,5,1.354993,0,130.642123,36.265,0,4.983606622,11,42,95,4.215626772,17.3705386,-1.627505146,-0.588882665,0.122021153,0,2.952824773,9.9935,75,NA,0.931001,-1.1,NA,NA,1.661271061,0,5,0.856537755,4.880087051,3.590853089,4.983606622,4.215626772,17.3705386,-1.627505146,-0.588882665,0.122021153,2.952824773,NA,1.661271061,0.856537755,4.880087051,3.590853089,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
246,FIN,Finland,Europe,Western Europe,33324.14,5288720.00,317001.35,16.68,0,0,0,0,74.7,90.75,58.74,82.81,97.37,100.00,55.29,91.70,68.64,100.00,69.49,88.98,46.30,82.80708734,100,0,100,0,94.73684211,100,58.45307711,49.43079431,51.04309802,55.92887878,87.58333594,0,87.58333594,100,91.63544542,82.9,25.87493735,NA,100,NA,48.68099744,90.306531,100,63.27373789,100,35.5,1,83.37836072,30.74324909,0,17,100,0,100,0,5,17.801374,6251.3,87.58333594,0,87.58333594,0.543665,1.21372,0.849928,0,0.42,8.29,NA,0.859772,1.042512,NA,-0.017485,9.693469,0.06,0.102023,22,17.2,1,51.53789,230.009,0,2.833213344,100,100,5,2.879275645,8.740704675,-0.609422031,0.193690024,-0.162603639,0,0.350656872,8.29,NA,0.6204539,1.042512,NA,-0.017485,9.693469,0.058268908,0.102023,22,2.902359231,3.961534624,5.438118439,2.833213344,2.879275645,8.740704675,-0.609422031,0.193690024,-0.162603639,0.350656872,0.6204539,0.058268908,2.902359231,3.961534624,5.438118439,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
242,FJI,Fiji,East Asia and the Pacific,South Pacific,4064.21,834278.00,18351.66,45.46,0,0,0,0,65.9,60.41,71.42,63.34,76.90,38.04,72.72,93.83,16.93,100.00,97.94,95.45,60.20,63.34138327,67.45230079,0,8.620689655,0,57.89473684,95.9114053,71.53257998,66.65194529,55.0816102,100,87.66609837,0,87.66609837,100,100,18.493,0.753034843,30,NA,100,100,95.886854,100,100,90.90909091,92.2,1,39.53264028,16.8,1,31,71,0,47,0,40,21.613097,0,87.66609837,0,87.66609837,0.154535,0.236799,0.589149,0,0,1.8493,30,0.018221,NA,0,0.001131,4.113146,0.175,0,20,3.3,1,128.685718,431.8,1,3.433987204,71,47,40,3.073299474,0,-1.867334671,-1.440543599,-0.529076156,0,0,1.8493,30,0.018056987,NA,0,0.001131,4.113146,0.161268148,0,20,1.451828558,4.86511397,6.068068281,3.433987204,3.073299474,0,-1.867334671,-1.440543599,-0.529076156,0,0.018056987,0.161268148,1.451828558,4.86511397,6.068068281,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
238,FLK,Falkland Islands,Latin America and Caribbean,South America,NA,NA,11988.07,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.99,100.00,19.46,40.00,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,100,NA,0,NA,NA,100,2.609,0.140594578,NA,NA,100,6.170020428,32.752655,NA,100,0,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,0.2609,NA,0.003377,NA,0,-0.031969,67.247345,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0.2609,NA,0.003371311,NA,0,-0.031969,67.247345,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0.003371311,NA,NA,NA,NA,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
250,FRA,France,Europe,Western Europe,31624.73,61707072.00,547106.71,112.79,0,0,0,0,78.2,90.75,65.69,82.81,97.37,100.00,41.97,79.90,67.43,100.00,87.60,84.12,56.36,82.80708734,100.0,1,100,0,94.73684211,100,53.05631534,41.26563179,32.81318327,18.59654533,86.51445739,0,86.51445739,100,46.57559337,100,19.73853548,50,100,100,100,75.201213,100,54.63507653,95.45454545,58.1,1,57.8402109,51.4403809,0,17,100.0,1,100,0,5,13.476791,10271600,86.51445739,0,86.51445739,0.913573,2.634092,4.444466,0,8.39,10,50,0.605298,1.093611,0.3,0.010037,24.798787,1.924,0.1260206,21,9.2,1,87.92815,90.114,0,2.833213344,100,100,5,2.600969021,16.14489346,-0.090391994,0.968538531,1.491659727,0,2.239645293,10,50,0.473309409,1.093611,0.3,0.010037,24.798787,1.072952542,0.1260206,21,2.32553189,4.48782874,4.501075535,2.833213344,2.600969021,16.14489346,-0.090391994,0.968538531,1.491659727,2.239645293,0.473309409,1.072952542,2.32553189,4.48782874,4.501075535,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
234,FRO,Faeroe Islands,Europe,Western Europe,NA,48380.00,1408.21,34.36,0,0,0,0,NA,NA,NA,NA,100.00,NA,74.56,70.68,0.00,100.00,65.14,40.00,NA,NA,NA,0,NA,0,NA,100,75.94056093,47.11621166,72.4039696,100,41.4,1,NA,NA,100,0,0,NA,NA,100,94.96642325,35.309516,NA,100,0,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,14.234597,0,41.4,1,NA,0.101138,1.511854,0.122336,NA,0,0,NA,0,NA,0,-0.001715,64.690484,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,2.65567541,0,-2.291269358,0.413336712,-2.100983921,NA,0,0,NA,0,NA,0,-0.001715,64.690484,NA,0,0,NA,NA,NA,NA,2.65567541,0,-2.291269358,0.413336712,-2.100983921,0,0,NA,NA,NA,NA,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
583,FSM,Micronesia,East Asia and the Pacific,South Pacific,2650.74,110961.14,675.31,164.31,0,1,0,1,NA,NA,NA,65.50,NA,52.74,62.93,NA,19.87,50.00,97.34,42.73,NA,65.50225385,15.82491582,0,89.65517241,0,NA,NA,49.80180711,49.6527667,78.52533683,100,NA,0,NA,NA,NA,31.368,0.07724622,16.666667,0,100,100,94.674301,NA,100,4.545454545,NA,0,NA,NA,0,29,25,0,94,0,NA,NA,0,NA,0,NA,1.249331,1.188421,0.070196,NA,NA,3.1368,16.666667,0.001854,0,0,0.0095,5.325699,NA,0,1,NA,0,NA,NA,0,3.36729583,25,94,NA,NA,0,0.222608208,0.172625535,-2.65646395,NA,NA,3.1368,16.666667,0.001852283,0.75,0,0.0095,5.325699,NA,0,1,NA,NA,NA,3.36729583,NA,0,0.222608208,0.172625535,-2.65646395,NA,0.001852283,NA,NA,NA,NA,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
266,GAB,Gabon,Sub-Saharan Africa,Central Africa,13399.22,1421882.00,265145.62,5.36,0,0,0,0,56.4,54.03,58.86,38.86,85.53,52.88,40.87,71.06,77.02,99.09,88.45,59.09,52.86,38.85696136,28.17059484,0,77.5862069,0,71.05263158,100,46.67198025,54.15401002,30.96164892,20.11108944,42.1,1,NA,100,100,93.377,27.9572719,NA,99.094,NA,100,76.906754,100,100,18.18181818,47.64912082,0,100,16.12602414,0,66,36,0,87,0,27.5,7.51588,7606480,42.1,1,NA,1.688123,0.775282,5.257608,0,0,9.3377,NA,0.954992,0.997735,NA,0.005985,23.093246,0.03,0,4,12.361286,0,9.136399,445.8129,0,4.189654742,36,87,27.5,2.017018115,15.84451121,0.523617261,-0.254528445,1.65967617,0,0,9.3377,NA,0.670386101,0.997735,NA,0.005985,23.093246,0.029558802,0,4,2.592361421,2.316132807,6.099899357,4.189654742,2.017018115,15.84451121,0.523617261,-0.254528445,1.65967617,0,0.670386101,0.029558802,2.592361421,2.316132807,6.099899357,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
826,GBR,United Kingdom,Europe,Western Europe,33716.77,61001341.00,247168.89,246.80,0,0,0,0,74.2,89.82,58.66,80.96,97.37,100.00,37.06,77.45,70.48,100.00,76.25,79.21,51.82,80.9550947,100.0,1,100,0,94.73684211,100,41.48117356,31.05614017,32.95564618,33.8774703,81.61695177,0,81.61695177,100,46.55020331,100,15.24868389,66.666667,100,100,100,52.493516,100,38.29031858,95.45454545,52.0,1,89.62647284,13.58459724,0,18,100.0,1,100,0,5,15.491608,495934,81.61695177,0,81.61695177,2.781081,6.940595,4.387379,0,8.4,10,66.666667,0.441447,1.103896,0.4,0.00022,47.506484,0.19,0.1714252,21,10.9,1,45.190427,500.176,0,2.890371758,100,100,5,2.740298458,13.11420015,1.022839701,1.937387506,1.47873201,0,2.240709689,10,66.666667,0.36564747,1.103896,0.4,0.00022,47.506484,0.173953307,0.1714252,21,2.480182174,3.832772569,6.214960036,2.890371758,2.740298458,13.11420015,1.022839701,1.937387506,1.47873201,2.240709689,0.36564747,0.173953307,2.480182174,3.832772569,6.214960036,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
268,GEO,Georgia,Eastern Europe and Central Asia,Eastern Europe,4402.61,4398587.55,69236.14,63.53,0,0,0,0,63.6,72.14,55.15,69.04,55.26,95.21,69.43,57.70,26.85,100.00,90.47,56.82,54.38,69.0404256,92.14365881,0,98.27586207,0,55,55.51073503,71.39455798,58.53440364,43.88309498,100,40.2,1,NA,100,50.30780203,35.194,1.829061457,NA,100,NA,95.75594637,85.184632,100,100,13.63636364,67.7,1,43.59257283,38.45317612,0,26,93,0,99,0,42.75,46.514542,0,40.2,1,NA,0.1566,0.511599,1.627633,0,7.03,3.5194,NA,0.044835,1.030628,NA,-0.001446,14.815368,1.666,0,3,7.0,1,118.27673,162.2371,0,3.258096538,93,99,42.75,3.839764995,0,-1.854060495,-0.670214164,0.487126812,0,2.083184528,3.5194,NA,0.043858978,1.030628,NA,-0.001446,14.815368,0.980579222,0,3,2.078420896,4.781446256,5.089058845,3.258096538,3.839764995,0,-1.854060495,-0.670214164,0.487126812,2.083184528,0.043858978,0.980579222,2.078420896,4.781446256,5.089058845,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
288,GHA,Ghana,Sub-Saharan Africa,Western Africa,1290.32,22870966.00,231729.96,98.70,0,0,0,0,51.3,32.89,69.78,29.17,40.46,32.76,48.06,88.92,74.70,51.28,87.02,90.91,64.34,29.1696426,0,0,65.51724138,0,9.6,71.32053509,63.43369095,49.98626352,41.17982246,6.91470063,77.83172508,0,77.83172508,100,100,99.402,0,100,64.7728,37.79160187,92.97940783,81.061135,100,100,81.81818182,100,0,36.50815101,20.87076511,0,89,10,0,80,0,85.88,34.460982,104195000.3,77.83172508,0,77.83172508,0.336745,1.151399,2.080137,0,0,9.9402,100,0,0.911932,-2,-0.002392,18.938865,1.226,0,18,2.077123,0,137.026143,359.6336,0,4.48863637,10.9,80,85.88,3.539827728,18.46177471,-1.088429312,0.140977725,0.732433757,0,0,9.9402,100,0,0.911932,-2,-0.002392,18.938865,0.800206253,0,18,1.12399507,4.927443109,5.885085735,4.48863637,3.539827728,18.46177471,-1.088429312,0.140977725,0.732433757,0,0,0.800206253,1.12399507,4.927443109,5.885085735,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
292,GIB,Gibraltar,Europe,Western Europe,NA,NA,4.91,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,16.67,NA,38.74,100.00,50.00,40.00,NA,NA,NA,0,NA,0,NA,NA,0,0,0,100,NA,0,NA,NA,NA,51.279,1.117673209,NA,NA,100,100,0,NA,100,0,NA,0,NA,4.030315186,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,6856.577111,8352.843923,367.257574,NA,NA,5.1279,NA,0.027163,NA,0,0.000115,100,NA,0,0,NA,0,NA,770.871,0,NA,NA,NA,NA,NA,0,5.012264458,4.884518537,4.469273596,NA,NA,5.1279,NA,0.026800633,NA,0,0.000115,100,NA,0,0,NA,NA,6.647521044,NA,NA,0,8.832963633,9.030357349,5.906063438,NA,0.026800633,NA,NA,NA,6.647521044,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
324,GIN,Guinea,Sub-Saharan Africa,Western Africa,1049.89,9615073.00,245860.06,39.11,0,0,0,0,44.4,19.59,69.15,16.40,16.89,28.68,49.25,72.77,46.31,86.98,71.70,77.27,69.73,16.3982647,9.090909091,0,48.27586207,0,0,33.77516957,66.24931586,50.09548165,41.01895604,5.647032271,45.5,1,NA,100,100,67.626,0,50,89.5132,84.44790047,87.31186457,56.083839,100,100,54.54545455,94.36705043,0,77.52947813,12.7,1,132,19,0,70,0,95,70.254442,133979002.9,45.5,1,NA,0.256861,1.139527,2.110725,0,0,6.7626,50,0,0.973783,-0.5,-0.004323,43.916161,0.601,0,12,3.042663,0,58.267986,521.6,1,4.882801923,19,70,95,4.252123538,18.71319366,-1.359220196,0.130613264,0.74703149,0,0,6.7626,50,0,0.973783,-0.5,-0.004323,43.916161,0.470628434,0,12,1.396903633,4.082069295,6.256912508,4.882801923,4.252123538,18.71319366,-1.359220196,0.130613264,0.74703149,0,0,0.470628434,1.396903633,4.082069295,6.256912508,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
312,GLP,Guadeloupe,Latin America and Caribbean,Caribbean,NA,NA,1751.29,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,51.47,NA,52.78,90.67,88.53,40.00,NA,NA,NA,0,NA,0,NA,NA,43.15213492,41.98349245,37.39118691,100,NA,0,NA,NA,NA,68.514,5.572189312,NA,NA,90.66874028,90.78987532,86.27603,NA,100,0,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,2.368214,2.460626,2.933603,NA,NA,6.8514,NA,0.142953,NA,-0.3,-0.003138,13.72397,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0.862136085,0.900415789,1.07623136,NA,NA,6.8514,NA,0.133615264,NA,-0.3,-0.003138,13.72397,NA,0,0,NA,NA,NA,NA,NA,0,0.862136085,0.900415789,1.07623136,NA,0.133615264,NA,NA,NA,NA,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
270,GMB,Gambia,Sub-Saharan Africa,Western Africa,1222.45,1615510.00,10837.79,149.06,0,0,0,0,50.3,31.06,69.59,25.72,11.80,61.00,51.39,74.32,16.49,100.00,30.92,100.00,75.42,25.719466,46.12794613,0,75.86206897,0,0.357894737,23.23379701,61.78344489,48.74925184,39.02652574,35.23767496,48.6,1,NA,100,100,14.593,22.17275579,NA,100,100,0,61.84792,100,100,100,100,0,100,1.7,1,99,52,0,86,0,94.66,85.807832,378672,48.6,1,NA,0.394665,1.294813,2.529024,0,0,1.4593,NA,0.701788,1.02029,0.4,-0.040762,38.15208,0.25,0,22,0.79318,0,0,856.8,1,4.59511985,52,86,94.66,4.452110284,12.84442831,-0.929717975,0.258366283,0.927833458,0,0,1.4593,NA,0.531679463,1.02029,0.4,-0.0340712,38.15208,0.223143551,0,22,0.58399058,0,6.753231732,4.59511985,4.452110284,12.84442831,-0.929717975,0.258366283,0.927833458,0,0.531679463,0.223143551,0.58399058,0,6.753231732,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
624,GNB,Guinea-Bissau,Sub-Saharan Africa,Western Africa,494.82,1541040.00,34105.82,45.18,0,0,0,0,44.7,12.62,76.72,4.43,16.28,25.33,52.11,72.75,75.02,88.30,76.78,56.82,75.40,4.42699986,24.80359147,0,25.86206897,0,0,32.55439254,65.76930069,50.27916542,42.14989175,22.93653231,45.5,1,NA,100,100,99.978,0.137061583,NA,92.1568,84.44790047,89.52487732,64.041806,100,100,13.63636364,100,0,100,1.6,1,191,33,0,57,0,95,71.90053,4343260.16,45.5,1,NA,0.268997,1.119836,1.904854,0,0,9.9978,NA,0.003292,0.980392,-0.5,-0.003569,35.958194,0.4645,0,3,1.628267,0,0,861.3,1,5.252273428,33,57,95,4.275283636,15.28413604,-1.313055052,0.113182246,0.644405365,0,0,9.9978,NA,0.003286593,0.980392,-0.5,-0.003569,35.958194,0.381513887,0,3,0.966324694,0,6.758389967,5.252273428,4.275283636,15.28413604,-1.313055052,0.113182246,0.644405365,0,0.003286593,0.381513887,0.966324694,0,6.758389967,10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.302585093,2.995732274,0,-4.605170186,-4.605170186,-4.605170186,0,2.397895273,2.397895273,1.252762968,3.618993327,2.302585093
